OID_,tl_2019_26_bg_GEOID,MEAN_PM25_AVG,FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,Total,Less_than__10_000,F_10_000_to__14_999,F_15_000_to__19_999,F_20_000_to__24_999,F_25_000_to__29_999,F_30_000_to__34_999,F_35_000_to__39_999,F_40_000_to__44_999,F_45_000_to__49_999,F_50_000_to__59_999,F_60_000_to__74_999,F_75_000_to__99_999,F_100_000_to__124_999,F_125_000_to__149_999,F_150_000_to__199_999,F_200_000_or_more,GEO_ID,OBJECTID_1,Total_,No_schooling_completed,Nursery_school,Kindergarten,F1st_grade,F2nd_grade,F3rd_grade,F4th_grade,F5th_grade,F6th_grade,F7th_grade,F8th_grade,F9th_grade,F10th_grade,F11th_grade,F12th_grade__no_diploma,Regular_high_school_diploma,GED_or_alternative_credential,Some_college__less_than_1_year,Some_college__1_or_more_years__no_degree,Associate_s_degree,Bachelor_s_degree,Master_s_degree,Professional_school_degree,Doctorate_degree,GEO_ID_1,OBJECTID_12,Total1,Not_Hispanic_or_Latino,Hispanic_or_Latino,GEO_ID_12,OBJECTID_12_13,Total1_1,White_alone,Black_or_African_American_alone,American_Indian_and_Alaska_Native_alone,Asian_alone,Native_Hawaiian_and_Other_Pacific_Islander_alone,Some_other_race_alone,Two_or_more_races_,Two_races_including_Some_other_race,Two_races_excluding_Some_other_race__and_three_or_more_races,GEO_ID_12_13,OBJECTID_12_13_14,Median_age,Median_age___Male,Median_age___Female,GEO_ID_12_13_14,OBJECTID_12_13_14_15,Estimate__Total,GEO_ID_12_13_14_15,OBJECTID_12_13_14_15_16,GEOID_1,area1,percent1,area4,percent4,OBJECTID_12_13_14_15_16_17,tl_2019_26_bg_GEOID_1,MEAN_gridcode,Shape_Length_1,Shape_Area_1,Shape_Length,Shape_Area
454,2.61635E+11,8.178495,191,26,163,531200,2,261635312002.00,Block Group 2,G5030,S,268644,0,42.3760111,-83.1048664,459,163,0,8,16,0,12,7,0,0,16,0,14,18,28,0,20,24,2.61635E+11,,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,11,33,74,0,62,31,7,7,,,,389,18,,,,127,268,0,0,0,0,12,6,6,,,35.9,32.9,43.3,,,407,,,,34121.95664,12.70156959,616.2072119,0.229377197,,,2752034.862,,,0.025722811,2.9364E-05
455,2.61635E+11,8.178495,751,26,163,531200,3,261635312003.00,Block Group 3,G5030,S,491560,0,42.3803375,-83.0973374,460,356,47,0,6,10,22,19,16,24,50,20,25,46,7,25,32,7,2.61635E+11,,731,1,0,0,0,0,0,0,0,0,0,0,0,3,29,12,176,18,12,191,54,165,50,13,7,,,,1261,6,,,,80,1145,5,0,0,0,37,0,37,,,29.2,29,33.2,,,1267,,,,84797.75547,17.25068405,1192.550454,0.24260443,,,13523858.58,,,0.031377232,5.37337E-05
456,2.61635E+11,8.178495,603,26,163,531300,1,261635313001.00,Block Group 1,G5030,S,363817,0,42.3821578,-83.1099534,461,191,38,9,7,0,7,3,32,13,18,0,21,33,10,0,0,0,2.61635E+11,,396,12,0,0,0,0,0,0,0,0,0,0,0,58,16,8,64,23,23,57,19,64,52,0,0,,,,481,0,,,,18,463,0,0,0,0,0,0,0,,,52.4,48.9,52.7,,,481,,,,19123.57664,5.256389652,1476.341037,0.405793534,,,9572826.763,,,0.0302732,3.97707E-05
457,2.61635E+11,8.178495,604,26,163,531300,2,261635313002.00,Block Group 2,G5030,S,215719,0,42.3852322,-83.10952,462,308,78,35,8,66,8,32,8,19,0,0,25,20,9,0,0,0,2.61635E+11,,513,0,0,0,0,0,0,0,0,10,0,0,0,47,70,14,200,26,8,99,7,9,23,0,0,,,,563,0,,,,19,499,0,0,0,0,45,0,45,,,53.3,53,54.3,,,563,,,,20905.95285,9.69131865,8100.000474,3.754896331,,,2208676.538,,,0.026431125,2.35824E-05
458,2.61635E+11,8.178495,136,26,163,531400,1,261635314001.00,Block Group 1,G5030,S,158201,0,42.3815121,-83.1158999,463,151,2,19,0,0,0,13,50,9,0,0,31,5,0,22,0,0,2.61635E+11,,223,0,0,0,0,0,0,0,0,0,0,4,0,7,27,0,96,0,26,50,6,5,2,0,0,,,,380,0,,,,2,378,0,0,0,0,0,0,0,,,27.7,47.7,27.1,,,380,,,,11430.1744,7.225076688,,,,,6631886.278,,,0.017863341,1.72937E-05
459,2.61635E+11,8.178495,605,26,163,531400,2,261635314002.00,Block Group 2,G5030,S,343811,0,42.3798652,-83.1203867,464,405,108,37,30,41,23,76,22,0,4,0,24,15,9,0,16,0,2.61635E+11,,596,1,0,0,0,0,0,0,13,0,0,4,0,65,40,4,307,26,19,76,19,14,8,0,0,,,,814,12,,,,42,775,9,0,0,0,0,0,0,,,43.6,40.6,48.1,,,826,,,,29591.40069,8.606868106,899.9991457,0.261771115,,,6032545.909,,,0.024906607,3.75825E-05
460,2.61635E+11,8.178495,169,26,163,531500,1,261635315001.00,Block Group 1,G5030,S,176480,0,42.3905851,-83.1237793,465,156,40,0,50,21,0,0,16,0,16,0,13,0,0,0,0,0,2.61635E+11,,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,33,44,22,21,0,0,0,,,,417,0,,,,0,417,0,0,0,0,0,0,0,,,21.4,49.3,15.5,,,417,,,,12496.85876,7.081160535,,,,,5896666,,,0.018453161,1.92946E-05
461,2.61635E+11,8.178495,194,26,163,531500,2,261635315002.00,Block Group 2,G5030,S,199913,0,42.3875493,-83.1217246,466,404,78,11,87,0,0,41,0,36,33,48,0,47,0,0,23,0,2.61635E+11,,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,104,105,85,101,97,65,36,0,0,,,,938,0,,,,0,913,0,0,0,0,25,0,25,,,37.1,31.1,46.1,,,938,,,,29222.24344,14.61740092,899.9985335,0.450192656,,,1213896.143,,,0.0193137,2.18555E-05
462,2.61635E+11,8.178495,153,26,163,531500,3,261635315003.00,Block Group 3,G5030,S,250780,0,42.3840626,-83.1214981,467,330,120,42,91,14,0,0,0,0,0,0,41,22,0,0,0,0,2.61635E+11,,651,19,0,0,0,0,0,0,0,0,5,25,16,20,57,0,186,119,100,94,10,0,0,0,0,,,,1140,57,,,,36,1082,6,0,0,0,73,0,73,,,28.2,33.6,22.6,,,1197,,,,30054.87077,11.98459242,3600.002229,1.435526367,,,1047745.741,,,0.024837004,2.74149E-05
463,2.61635E+11,8.178495,606,26,163,531500,4,261635315004.00,Block Group 4,G5030,S,238807,0,42.3873272,-83.1271078,468,110,15,31,8,0,11,16,0,0,0,0,11,18,0,0,0,0,2.61635E+11,,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,42,30,0,26,0,0,0,,,,163,0,,,,0,163,0,0,0,0,0,0,0,,,57.5,24.4,60.1,,,163,,,,13314.28239,5.575316599,,,,,3945317.68,,,0.022031388,2.61074E-05
464,2.61635E+11,8.178495,494,26,163,531600,1,261635316001.00,Block Group 1,G5030,S,343709,0,42.3947878,-83.1266023,469,315,51,0,23,10,15,25,16,24,52,31,32,14,5,0,4,13,2.61635E+11,,558,5,0,0,0,0,0,0,0,3,0,23,0,10,7,0,188,58,72,90,62,22,18,0,0,,,,760,1,,,,8,743,0,0,0,0,10,0,10,,,37.6,37.8,36.5,,,761,,,,31657.5684,9.21058524,3919.847295,1.140456752,,,5217678.029,,,0.024921995,3.75801E-05
465,2.61635E+11,8.178495,381,26,163,531600,2,261635316002.00,Block Group 2,G5030,S,215670,0,42.3931414,-83.1310048,470,448,87,33,47,32,38,20,28,25,28,15,39,43,0,13,0,0,2.61635E+11,,812,40,0,0,0,0,0,0,0,0,0,9,28,0,0,6,164,102,25,193,121,62,40,22,0,,,,1071,23,,,,44,1013,0,0,0,0,37,0,37,,,46.5,50.4,35.7,,,1094,,,,21542.56822,9.988672898,3378.841283,1.566672089,,,5460155.565,,,0.020440669,2.35801E-05
466,2.61635E+11,8.178495,382,26,163,531700,1,261635317001.00,Block Group 1,G5030,S,232661,0,42.3958091,-83.1183969,471,344,81,42,13,38,25,11,8,34,10,11,25,0,7,0,0,39,2.61635E+11,,405,0,0,0,0,0,4,0,0,0,0,0,0,0,11,10,85,83,21,110,15,0,66,0,0,,,,648,0,,,,7,641,0,0,0,0,0,0,0,,,28.9,45.3,26.5,,,648,,,,27801.18398,11.94923811,3599.996745,1.547316055,,,7071385.24,,,0.024403266,2.54388E-05
467,2.61635E+11,8.178495,766,26,163,531700,2,261635317002.00,Block Group 2,G5030,S,516625,0,42.3990036,-83.1165924,472,451,194,58,27,25,0,0,12,88,12,0,35,0,0,0,0,0,2.61635E+11,,626,0,0,0,0,0,0,0,0,0,0,12,9,31,57,24,43,134,10,216,47,43,0,0,0,,,,905,0,,,,1,887,0,17,0,0,0,0,0,,,49.8,43.6,62,,,905,,,,34602.79742,6.697836099,13073.94621,2.530637851,,,11394125.25,,,0.039814513,5.64901E-05
468,2.61635E+11,8.178495,512,26,163,531800,1,261635318001.00,Block Group 1,G5030,S,209175,0,42.387157,-83.1124782,473,176,96,34,0,5,8,10,0,0,4,0,14,0,0,0,0,5,2.61635E+11,,208,8,0,0,0,0,0,0,0,0,0,0,19,8,15,0,75,14,30,32,0,0,7,0,0,,,,350,0,,,,0,345,0,0,0,0,5,0,5,,,41.7,12.5,48.6,,,350,,,,37636.89648,17.99308226,4500.003892,2.151318195,,,1190187.125,,,0.023980081,2.28677E-05
469,2.61635E+11,8.178495,513,26,163,531800,2,261635318002.00,Block Group 2,G5030,S,293369,0,42.3896073,-83.1141837,474,229,69,66,18,34,27,8,3,4,0,0,0,0,0,0,0,0,2.61635E+11,,421,4,0,0,0,0,0,13,0,0,0,3,8,47,57,0,108,21,22,89,31,13,5,0,0,,,,477,0,,,,17,460,0,0,0,0,0,0,0,,,48.9,48.5,58.1,,,477,,,,71909.88211,24.51171084,3599.998385,1.227120903,,,1338491.933,,,0.025930621,3.20735E-05
470,2.61635E+11,8.178495,828,26,163,531800,3,261635318003.00,Block Group 3,G5030,S,366306,0,42.3928562,-83.1163719,475,203,74,24,3,17,28,24,0,10,13,0,10,0,0,0,0,0,2.61635E+11,,253,0,0,0,0,0,0,0,0,0,0,29,0,0,0,26,82,35,5,49,7,0,12,8,0,,,,454,0,,,,7,447,0,0,0,0,0,0,0,,,32.3,22.5,40.2,,,454,,,,39444.25397,10.76810816,2700.001744,0.737088622,,,5975311.714,,,0.027666557,4.00496E-05
471,2.61635E+11,8.178495,514,26,163,531900,1,261635319001.00,Block Group 1,G5030,S,316908,0,42.3943203,-83.109034,476,75,20,0,0,6,8,12,6,15,0,8,0,0,0,0,0,0,2.61635E+11,,124,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,47,0,0,18,6,45,0,0,0,,,,152,26,,,,15,144,0,0,0,13,6,0,6,,,38.1,35.2,39.9,,,178,,,,33426.49764,10.54760221,5835.624583,1.841408796,,,19397707.6,,,0.024614691,3.46498E-05
472,2.61635E+11,8.178495,803,26,163,531900,2,261635319002.00,Block Group 2,G5030,S,390511,0,42.3869115,-83.1040781,477,206,40,0,26,29,14,20,33,0,0,15,0,22,0,0,7,0,2.61635E+11,,319,4,0,0,0,0,0,0,0,0,0,0,11,9,0,14,77,44,34,64,24,18,20,0,0,,,,719,7,,,,120,581,0,13,0,0,12,0,12,,,23.1,24.7,22,,,726,,,,32900.02685,8.424888552,6693.404134,1.714016347,,,16439106.39,,,0.029394817,4.26919E-05
473,2.61635E+11,8.178495,515,26,163,532200,1,261635322001.00,Block Group 1,G5030,S,233759,0,42.3867948,-83.0984837,478,154,100,16,28,2,0,8,0,0,0,0,0,0,0,0,0,0,2.61635E+11,,237,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,57,9,33,51,41,12,4,0,0,,,,322,0,,,,31,291,0,0,0,0,0,0,0,,,40.6,48,35.9,,,322,,,,25194.67141,10.7780589,10602.23212,4.535541679,,,17933538.04,,,0.020316246,2.55553E-05
474,2.61635E+11,8.178495,647,26,163,532200,2,261635322002.00,Block Group 2,G5030,S,465967,0,42.3892062,-83.0916787,479,360,53,16,8,20,41,16,36,0,0,6,102,5,6,27,24,0,2.61635E+11,,626,14,0,0,0,0,0,0,0,0,0,9,4,19,12,8,200,40,28,102,50,108,24,8,0,,,,815,62,,,,131,732,0,0,0,8,6,0,6,,,48.6,48.7,48.5,,,877,,,,111254.5169,23.87603223,3702.775717,0.794642724,,,8944734.333,,,0.030147701,5.0943E-05
475,2.61635E+11,8.178495,638,26,163,532300,1,261635323001.00,Block Group 1,G5030,S,676335,0,42.3840376,-83.0891148,480,399,54,5,44,6,14,16,13,16,19,0,16,23,66,41,22,44,2.61635E+11,,643,0,0,0,0,0,0,0,0,0,0,11,0,16,18,0,98,17,13,67,29,182,125,13,54,,,,727,0,,,,216,414,0,54,0,16,27,0,27,,,53.1,53.1,53.1,,,727,,,,246923.1972,36.50904384,16403.96595,2.425422637,,,12041164.63,,,0.039546078,7.39359E-05
476,2.61635E+11,8.178495,516,26,163,532400,1,261635324001.00,Block Group 1,G5030,S,168068,0,42.3805049,-83.0839296,481,127,12,25,0,16,18,9,0,16,0,10,0,21,0,0,0,0,2.61635E+11,,220,0,0,0,0,0,10,0,0,0,0,0,0,17,0,10,46,18,22,80,10,0,7,0,0,,,,281,20,,,,9,279,0,0,13,0,0,0,0,,,40.3,40.4,32.7,,,301,,,,20693.01614,12.3122994,2700.001132,1.606494775,,,3536811.556,,,0.018709718,1.83719E-05
477,2.61635E+11,8.178495,517,26,163,532400,2,261635324002.00,Block Group 2,G5030,S,164367,0,42.3780772,-83.0822928,482,268,90,79,5,0,27,0,21,23,6,6,4,0,0,0,7,0,2.61635E+11,,448,6,0,0,0,0,0,0,0,0,0,0,0,17,28,0,128,59,20,72,71,14,33,0,0,,,,606,7,,,,49,537,0,0,0,0,27,7,20,,,43.8,41.2,46.3,,,613,,,,27511.24412,16.7377497,2049.103409,1.246667719,,,2363364.263,,,0.018553678,1.79667E-05
478,2.61635E+11,8.178495,518,26,163,532400,3,261635324003.00,Block Group 3,G5030,S,214189,0,42.3771241,-83.0855498,483,188,40,0,23,16,0,37,0,18,0,6,29,17,2,0,0,0,2.61635E+11,,282,0,0,0,0,0,0,0,0,0,5,0,0,19,5,11,68,0,23,90,0,32,26,3,0,,,,498,0,,,,80,400,0,0,0,0,18,0,18,,,26.6,22.4,28.5,,,498,,,,30473.79677,14.22757455,5150.896597,2.404845246,,,12130457,,,0.031700553,2.34122E-05
479,2.61635E+11,8.178495,344,26,163,532600,1,261635326001.00,Block Group 1,G5030,S,206416,0,42.3713992,-83.090135,484,299,30,24,12,0,64,26,32,28,10,10,41,0,0,12,10,0,2.61635E+11,,523,5,0,0,0,0,0,0,0,0,0,2,0,0,49,10,129,51,0,144,80,21,10,0,22,,,,641,0,,,,24,592,0,25,0,0,0,0,0,,,43.5,48.4,42.1,,,641,,,,21440.19319,10.38683808,3133.889949,1.518232936,,,8062899.5,,,0.024072729,2.25607E-05
480,2.61635E+11,8.178495,681,26,163,532600,2,261635326002.00,Block Group 2,G5030,S,248461,0,42.3684203,-83.0895032,485,554,138,112,15,27,47,12,12,25,21,51,27,21,0,28,18,0,2.61635E+11,,659,0,0,0,0,0,0,0,0,0,0,15,53,24,70,29,137,44,38,113,31,36,34,35,0,,,,1058,28,,,,155,834,12,0,0,28,57,7,50,,,40.2,33.4,40.6,,,1086,,,,43512.98321,17.51306016,9111.347171,3.667125519,,,6264820.567,,,0.031155945,2.71546E-05
481,2.61635E+11,8.178495,797,26,163,532600,3,261635326003.00,Block Group 3,G5030,S,251464,0,42.3674669,-83.0863348,486,158,39,14,12,13,0,0,0,0,0,21,40,13,6,0,0,0,2.61635E+11,,219,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,69,0,0,16,0,19,6,68,30,,,,236,6,,,,41,82,0,77,0,0,42,6,36,,,32.2,29.7,36.5,,,242,,,,12585.59281,5.004955674,,,,,11832593.89,,,0.022402026,2.74824E-05
482,2.61635E+11,8.178495,345,26,163,532700,1,261635327001.00,Block Group 1,G5030,S,414738,0,42.3757187,-83.0914623,487,162,40,17,18,0,5,39,0,6,6,0,0,18,6,0,7,0,2.61635E+11,,295,5,0,0,0,0,0,0,0,0,0,0,17,17,5,6,136,22,15,22,16,22,12,0,0,,,,413,0,,,,0,413,0,0,0,0,0,0,0,,,44.1,47.9,38.8,,,413,,,,37189.7069,8.967024368,3276.341911,0.789977663,,,9785201.179,,,0.027281881,4.53327E-05
483,2.61635E+11,8.178495,635,26,163,532700,2,261635327002.00,Block Group 2,G5030,S,170379,0,42.3741013,-83.0959573,488,85,0,5,9,13,6,14,5,0,0,0,27,6,0,0,0,0,2.61635E+11,,125,0,0,0,0,0,0,0,0,0,0,0,11,11,7,0,36,17,0,5,6,27,5,0,0,,,,201,0,,,,11,185,0,5,0,0,0,0,0,,,28.6,54.2,25.3,,,201,,,,19631.48299,11.52228171,4792.55307,2.812887167,,,1616523,,,0.019545949,1.86226E-05
484,2.61635E+11,8.178495,346,26,163,533000,1,261635330001.00,Block Group 1,G5030,S,304424,0,42.3665453,-83.0949305,489,315,164,6,51,25,17,14,0,0,0,0,28,0,10,0,0,0,2.61635E+11,,459,15,0,0,0,0,0,0,0,0,0,19,8,6,38,2,109,38,21,98,0,52,30,17,6,,,,713,0,,,,56,648,0,0,0,0,9,0,9,,,31.6,39.1,31.1,,,713,,,,49361.19697,16.21466856,9576.347572,3.145736154,,,1480539.344,,,0.024991835,3.32699E-05
485,2.61635E+11,8.626035833,385,26,163,533000,2,261635330002.00,Block Group 2,G5030,S,439140,0,42.3648226,-83.099563,490,266,22,32,21,10,22,13,19,0,0,13,30,58,9,6,5,6,2.61635E+11,,630,28,0,0,0,10,0,0,0,0,0,0,16,25,7,37,236,11,36,74,42,62,37,0,9,,,,903,18,,,,33,787,0,78,5,18,0,0,0,,,44.1,41.4,48.6,,,921,,,,162978.3953,37.11297798,17637.39732,4.016338099,,,1645921,,,0.028524699,4.79918E-05
486,2.61635E+11,8.178495,386,26,163,533100,1,261635331001.00,Block Group 1,G5030,S,244784,0,42.3729205,-83.0991295,491,359,165,55,60,8,0,25,14,6,0,12,0,14,0,0,0,0,2.61635E+11,,388,13,0,0,0,0,0,0,0,0,0,16,0,14,36,7,89,20,21,145,6,8,13,0,0,,,,634,0,,,,17,611,0,0,0,0,6,0,6,,,38.4,27.8,38.5,,,634,,,,6272.335091,2.562402634,1476.343322,0.603122435,,,1463641.2,,,0.021662632,2.67547E-05
487,2.61635E+11,8.178495,387,26,163,533100,2,261635331002.00,Block Group 2,G5030,S,170618,0,42.3718094,-83.1023537,492,258,68,51,15,19,7,6,0,47,0,32,0,0,0,2,6,5,2.61635E+11,,374,7,0,0,0,0,0,0,0,0,0,5,0,12,27,22,124,16,12,66,58,23,2,0,0,,,,512,0,,,,5,507,0,0,0,0,0,0,0,,,54,59.9,51.9,,,512,,,,22056.83403,12.92764102,2376.344518,1.392789592,,,1135024.368,,,0.019363331,1.86481E-05
488,2.61635E+11,8.178495,137,26,163,533100,3,261635331003.00,Block Group 3,G5030,S,194841,0,42.3706832,-83.1050808,493,125,30,12,0,13,62,8,0,0,0,0,0,0,0,0,0,0,2.61635E+11,,185,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,35,57,0,48,0,0,0,0,0,,,,281,0,,,,0,281,0,0,0,0,0,0,0,,,39.6,39.8,37,,,281,,,,14404.82708,7.393139371,3599.999642,1.847665296,,,1854846.696,,,0.0202246,2.12952E-05
489,2.61635E+11,8.178495,383,26,163,533200,1,261635332001.00,Block Group 1,G5030,S,194758,0,42.3688046,-83.1108942,494,110,22,17,17,0,0,17,5,0,18,7,0,7,0,0,0,0,2.61635E+11,,160,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,102,0,5,13,5,9,0,7,0,,,,214,0,,,,0,214,0,0,0,0,0,0,0,,,50.8,42.7,59.4,,,214,,,,51336.79843,26.35924152,6670.124749,3.424822634,,,1029482.444,,,0.020864825,2.12856E-05
490,2.61635E+11,8.626035833,384,26,163,533200,2,261635332002.00,Block Group 2,G5030,S,232694,0,42.3676689,-83.1138949,495,139,34,10,0,7,18,5,13,16,0,12,5,0,6,0,0,13,2.61635E+11,,223,7,0,0,0,0,0,0,0,0,0,0,0,0,7,11,66,28,11,25,6,47,15,0,0,,,,295,0,,,,21,227,0,0,0,0,47,0,47,,,48,54.4,43,,,295,,,,41253.67348,17.7287671,900.0017377,0.386775767,,,1809891.435,,,0.021954538,2.54312E-05
491,2.61635E+11,8.178495,502,26,163,533200,3,261635332003.00,Block Group 3,G5030,S,198899,0,42.3698394,-83.1081226,496,106,20,0,11,5,15,0,0,22,16,6,0,11,0,0,0,0,2.61635E+11,,246,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,68,37,5,0,15,27,0,0,,,,312,6,,,,6,312,0,0,0,0,0,0,0,,,39.8,37.1,58.1,,,318,,,,29571.34088,14.86749947,4161.901824,2.092467616,,,1923918.5,,,0.020878566,2.17385E-05
492,2.61635E+11,8.626035833,822,26,163,533300,1,261635333001.00,Block Group 1,G5030,S,223109,0,42.3633028,-83.103738,497,60,25,16,0,3,0,5,0,0,0,0,11,0,0,0,0,0,2.61635E+11,,83,0,0,0,0,0,0,0,0,0,0,0,9,0,8,8,0,25,0,25,8,0,0,0,0,,,,100,0,,,,8,75,0,0,0,0,17,0,17,,,62.6,60.9,82.5,,,100,,,,52751.03629,23.64342406,11699.99466,5.244028455,,,2288510.304,,,0.022735196,2.43822E-05
493,2.61635E+11,8.626035833,688,26,163,533300,2,261635333002.00,Block Group 2,G5030,S,467124,0,42.3616648,-83.1081489,498,364,121,60,5,30,0,38,17,0,5,32,29,27,0,0,0,0,2.61635E+11,,610,5,0,0,0,0,0,0,0,0,0,14,29,0,46,7,186,37,25,155,14,47,45,0,0,,,,923,0,,,,41,810,0,63,0,0,9,0,9,,,34.6,34.9,34.3,,,923,,,,106334.7938,22.76374917,13637.86606,2.919542618,,,2531754.1,,,0.029230178,5.10473E-05
494,2.61635E+11,8.626035833,510,26,163,533400,1,261635334001.00,Block Group 1,G5030,S,209459,0,42.3658721,-83.119752,499,137,51,40,15,0,12,10,9,0,0,0,0,0,0,0,0,0,2.61635E+11,,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,173,0,9,0,0,0,40,0,0,,,,439,0,,,,0,439,0,0,0,0,0,0,0,,,26.4,26.5,21.9,,,439,,,,28668.30181,13.68690617,2700.002433,1.289043216,,,2011929.053,,,0.02413835,2.28911E-05
495,2.61635E+11,9.073576667,239,26,163,533400,2,261635334002.00,Block Group 2,G5030,S,375017,0,42.3597063,-83.1143176,500,245,42,76,13,22,0,10,13,0,0,0,10,0,0,0,59,0,2.61635E+11,,364,0,0,0,0,0,0,0,0,0,0,0,10,13,12,0,183,72,46,0,18,0,10,0,0,,,,546,0,,,,0,546,0,0,0,0,0,0,0,,,43.6,45.2,34.5,,,546,,,,36011.07131,9.602456655,2992.555591,0.797973632,,,14158378.57,,,0.032769155,4.09809E-05
496,2.61635E+11,8.626035833,483,26,163,533400,3,261635334003.00,Block Group 3,G5030,S,126420,0,42.3673218,-83.1171554,501,138,48,14,0,0,39,0,13,0,0,0,0,0,0,14,10,0,2.61635E+11,,162,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,37,0,27,11,13,0,0,0,,,,162,0,,,,0,162,0,0,0,0,0,0,0,,,54.6,59.8,,,,162,,,,17561.42244,13.89118865,1800.000045,1.423810644,,,2143873.2,,,0.016485996,1.38166E-05
497,2.61635E+11,8.626035833,827,26,163,533400,4,261635334004.00,Block Group 4,G5030,S,389355,0,42.3644318,-83.1248221,502,250,24,37,9,0,11,129,0,0,10,13,17,0,0,0,0,0,2.61635E+11,,328,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,147,9,46,31,25,13,34,0,0,,,,748,0,,,,0,748,0,0,0,0,0,0,0,,,22.6,58.1,22,,,748,,,,56513.94671,14.51479959,4176.341602,1.072633658,,,12245479.26,,,0.028756151,4.25505E-05
498,2.61635E+11,8.626035833,238,26,163,533400,5,261635334005.00,Block Group 5,G5030,S,134142,0,42.3629057,-83.1167335,503,146,36,48,0,46,7,9,0,0,0,0,0,0,0,0,0,0,2.61635E+11,,186,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,23,7,0,44,36,47,22,0,0,,,,276,0,,,,0,276,0,0,0,0,0,0,0,,,54.2,37.5,63.4,,,276,,,,16202.21447,12.0784046,,,,,5972455.737,,,0.020459563,1.46593E-05
499,2.61635E+11,9.073576667,831,26,163,533500,1,261635335001.00,Block Group 1,G5030,S,233872,0,42.3640238,-83.1344658,504,217,8,48,5,38,29,0,6,8,27,32,12,0,4,0,0,0,2.61635E+11,,365,0,0,0,0,0,0,0,0,0,0,12,0,29,6,14,117,10,46,79,27,10,5,0,10,,,,530,0,,,,0,522,0,0,0,0,8,0,8,,,40.1,31,40.3,,,530,,,,19326.93824,8.263995055,3032.426445,1.296633582,,,14373351.75,,,0.024595512,2.55582E-05
500,2.61635E+11,9.073576667,830,26,163,533500,2,261635335002.00,Block Group 2,G5030,S,238867,0,42.3609696,-83.1280808,505,204,83,8,23,9,19,4,13,4,12,14,9,0,0,0,6,0,2.61635E+11,,412,10,0,0,0,0,0,0,0,11,0,0,0,0,57,19,155,46,36,48,7,13,6,4,0,,,,665,0,,,,0,665,0,0,0,0,0,0,0,,,29.4,28.2,38.4,,,665,,,,50779.90526,21.25871796,3276.342503,1.371622118,,,13221753.04,,,0.027237797,2.61031E-05
501,2.61635E+11,9.073576667,196,26,163,533600,1,261635336001.00,Block Group 1,G5030,S,207312,0,42.357643,-83.1261583,506,188,68,7,20,0,5,5,6,5,6,22,28,0,12,0,4,0,2.61635E+11,,278,0,0,0,0,0,0,0,0,0,22,0,0,0,0,11,55,55,0,55,34,21,25,0,0,,,,403,0,,,,10,382,0,0,0,0,11,11,0,,,42.3,39.6,45.3,,,403,,,,58176.30095,28.06230767,4094.613525,1.975105028,,,2193110.083,,,0.019845144,2.26536E-05
502,2.61635E+11,9.073576667,240,26,163,533600,2,261635336002.00,Block Group 2,G5030,S,253168,0,42.3541689,-83.1235581,507,232,50,6,27,8,23,20,8,10,0,51,18,11,0,0,0,0,2.61635E+11,,341,2,0,0,0,0,0,8,0,0,0,11,0,11,26,2,122,12,29,27,29,39,23,0,0,,,,438,0,,,,40,373,0,0,0,0,25,0,25,,,46.3,46.8,45.5,,,438,,,,71748.1893,28.34009233,3034.419584,1.198577024,,,1162371.167,,,0.021373962,2.7663E-05
503,2.61635E+11,9.073576667,829,26,163,533600,3,261635336003.00,Block Group 3,G5030,S,430254,0,42.3570382,-83.118485,508,280,62,58,52,12,0,33,5,7,17,4,16,6,8,0,0,0,2.61635E+11,,489,0,0,0,0,0,0,0,0,0,6,0,0,9,84,30,213,21,15,47,12,41,11,0,0,,,,833,0,,,,0,833,0,0,0,0,0,0,0,,,35.1,28.6,37.9,,,833,,,,93504.07153,21.73229159,5976.342761,1.389026396,,,11758842.7,,,0.032385865,4.70148E-05
504,2.61635E+11,9.073576667,241,26,163,533700,1,261635337001.00,Block Group 1,G5030,S,546772,0,42.3550576,-83.1326831,509,333,63,28,25,56,49,6,0,0,0,6,23,43,24,5,0,5,2.61635E+11,,588,0,0,0,0,0,0,0,0,34,0,0,0,21,45,47,175,33,61,135,15,16,6,0,0,,,,662,47,,,,39,601,0,0,0,15,54,0,54,,,49.1,37,49.6,,,709,,,,74768.18958,13.67447856,5976.343275,1.093023363,,,2256069.81,,,0.036686682,5.97451E-05
